datum_ujeda,rasa,pol,sterilisan,distrikt,poštanski_broj
2017-06-19,Terrier,Mužjak,Da,Bruklin,11222
2017-07-24,Rottweiler,Nepoznato,Ne,Bruklin,11207
2017-07-28,Cocker Spaniel,Ženka,Da,Bruklin,11222
2017-07-28,Boston Terrier X,Mužjak,Da,Bruklin,11221
2017-08-03,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11233
2017-08-04,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Bruklin,11209
2017-08-07,American Pit Bull Terrier-Pit Bull,Ženka,Da,Bruklin,11204
2017-07-19,Maltese X,Mužjak,Ne,Bruklin,11224
2017-08-03,Pit Bull,Nepoznato,Ne,Bruklin,11207
2017-08-05,Labrador-Sheep Dog X,Mužjak,Ne,Bruklin,11233
2017-08-06,Labrador-Sheep Dog X,Mužjak,Ne,Bruklin,11233
2017-08-05,Yorkshire Terrier,Mužjak,Ne,Bruklin,11204
2017-08-08,Chihuahua,Nepoznato,Ne,Bruklin,11211
2017-08-08,Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-08-08,Pit Bull,Nepoznato,Ne,Bruklin,11231
2017-07-20,Shih Tzu,Mužjak,Da,Bruklin,11236
2017-07-25,Mixed,Nepoznato,Ne,Bruklin,11215
2017-08-09,Beagle Crossbreed,Mužjak,Da,Bruklin,11221
2017-08-09,Chihuahua,Mužjak,Ne,Bruklin,11205
2017-08-09,Black Russian Terrier,Ženka,Da,Bruklin,11249
2017-07-13,Pit Bull,Ženka,Da,Bruklin,NA
2017-08-11,Chihuahua,Mužjak,Da,Bruklin,11223
2017-08-13,American Pit Bull Mix - Pit Bull Mix,Ženka,Da,Bruklin,NA
2017-08-14,Spaniel X Terrier,Mužjak,Da,Bruklin,11238
2017-08-14,Shih Tzu,Mužjak,Da,Bruklin,11238
2017-08-12,Nepoznata,Nepoznato,Ne,Bruklin,11204
2017-07-29,Yorkshire Terrier,Mužjak,Ne,Bruklin,NA
2017-07-30,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Bruklin,11225
2017-08-15,Yorkshire Terrier,Nepoznato,Ne,Bruklin,11220
2017-08-15,Poodle-Standard,Mužjak,Ne,Bruklin,11217
2017-08-16,Bull Dog,Nepoznato,Ne,Bruklin,NA
2017-08-12,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Bruklin,11209
2017-08-18,Chihuahua Crossbreed,Mužjak,Da,Bruklin,11221
2017-08-19,German Shepherd,Mužjak,Ne,Bruklin,11211
2017-08-14,Nepoznata,Nepoznato,Ne,Bruklin,11223
2017-08-20,American Staffordshire Terrier,Ženka,Ne,Bruklin,11230
2017-08-21,Nepoznata,Nepoznato,Ne,Bruklin,11249
2017-08-18,German Shepherd,Nepoznato,Ne,Bruklin,11220
2017-08-20,Chihuahua,Mužjak,Ne,Bruklin,11206
2017-08-23,Pit Bull,Nepoznato,Ne,Bruklin,11236
2017-08-24,Pit Bull,Nepoznato,Ne,Bruklin,11216
2017-08-25,Labrador Retriever,Nepoznato,Ne,Bruklin,11234
2017-08-28,American Staffordshire Terrier,Mužjak,Da,Bruklin,11211
2017-08-27,Cocker Spaniel,Nepoznato,Ne,Bruklin,NA
2017-08-26,Maltese,Nepoznato,Ne,Bruklin,NA
2017-08-26,American Pit Bull Terrier-Pit Bull,Ženka,Da,Bruklin,11234
2017-08-21,Doberman Pinscher,Ženka,Ne,Bruklin,11229
2017-08-28,Pit Bull,Nepoznato,Ne,Bruklin,11225
2017-08-28,Chihuahua,Nepoznato,Ne,Bruklin,11228
2017-08-30,Labrador Mix,Mužjak,Da,Bruklin,11223
2017-08-28,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Bruklin,11205
2017-08-23,Nepoznata,Nepoznato,Ne,Bruklin,11221
2017-08-28,Yorkshire- Tibetan Terrier,Mužjak,Da,Bruklin,11238
2017-08-30,Bichon Frise,Mužjak,Da,Bruklin,11220
2017-08-31,German Shepherd,Ženka,Da,Bruklin,11224
2017-08-30,Pit Bull,Mužjak,Ne,Bruklin,11207
2017-09-01,Border Collie Mix,Mužjak,Da,Bruklin,11234
2017-08-30,Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-08-29,Cock-A-Poo,Mužjak,Ne,Bruklin,11220
2017-08-01,Nepoznata,Nepoznato,Ne,Bruklin,11236
2017-07-25,Pit Bull Terrier Mix,Ženka,Da,Bruklin,11215
2017-09-03,Wire Fox Terrier,Mužjak,Da,Bruklin,11209
2017-09-02,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Bruklin,11216
2017-09-04,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Bruklin,11206
2017-09-04,German Shepherd- Keeshound Mix,Mužjak,Da,Bruklin,11224
2017-09-01,Rottweiler,Mužjak,Da,Bruklin,11236
2017-09-05,Shiba Inu,Ženka,Da,Bruklin,11230
2017-09-04,Mixed,Nepoznato,Ne,Bruklin,11211
2017-09-07,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Bruklin,11219
2017-09-02,Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-08-23,Pit Bull,Nepoznato,Ne,Bruklin,11207
2017-09-04,Australian Cattle Dog,Ženka,Da,Bruklin,11204
2017-09-06,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-09-06,German Shepherd Crossbreed,Ženka,Da,Bruklin,11216
2017-09-07,Heeler X,Ženka,Da,Bruklin,11238
2017-09-06,Border Terrier,Mužjak,Da,Bruklin,NA
2017-09-08,Bull Dog-English,Mužjak,Ne,Bruklin,11224
2017-08-16,Rottweiler,Nepoznato,Ne,Bruklin,11230
2017-09-08,Yorkshire Terrier,Mužjak,Da,Bruklin,11214
2017-09-07,Maltese,Mužjak,Ne,Bruklin,11220
2017-09-09,Shih Tzu,Nepoznato,Ne,Bruklin,11231
2017-09-09,Mixed,Mužjak,Da,Bruklin,11209
2017-09-09,Chihuahua,Nepoznato,Ne,Bruklin,NA
2017-09-08,Miniature Pinscher,Nepoznato,Ne,Bruklin,11237
2017-09-12,Shih Tzu,Mužjak,Ne,Bruklin,11204
2017-08-03,Labrador Retriever Crossbreed,Nepoznato,Ne,Bruklin,11233
2017-09-11,Not Given,Nepoznato,Ne,Bruklin,NA
2017-09-13,Yorkshire Terrier,Mužjak,Da,Bruklin,11208
2017-09-12,Pit Bull,Nepoznato,Ne,Bruklin,11212
2017-09-13,Pit Bull,Nepoznato,Ne,Bruklin,11231
2017-09-13,Schnauzer-Standard,Mužjak,Da,Bruklin,11235
2017-09-13,Poodle-Standard,Nepoznato,Ne,Bruklin,11228
2017-09-13,Yorkshire Terrier,Ženka,Da,Bruklin,11224
2017-09-13,Terrier,Nepoznato,Ne,Bruklin,11215
2017-09-15,Labrador Retriever,Mužjak,Da,Bruklin,NA
2017-09-17,Pit Bull,Mužjak,Da,Bruklin,11209
2017-09-15,Pit Bull,Mužjak,Ne,Bruklin,11210
2017-09-17,Chow Chow X,Mužjak,Da,Bruklin,11215
2017-09-12,Rottweiler,Nepoznato,Ne,Bruklin,11213
2017-09-17,Miniature Pinscher,Mužjak,Ne,Bruklin,11233
2017-09-16,Puggle,Mužjak,Da,Bruklin,11218
2017-09-16,Pit Bull Mix,Nepoznato,Ne,Bruklin,11225
2017-09-16,Yorkshire Terrier,Nepoznato,Ne,Bruklin,NA
2017-09-15,Beagle Mix,Mužjak,Da,Bruklin,11226
2017-09-11,German Shepherd,Mužjak,Da,Bruklin,11220
2017-09-17,Mastiff,Nepoznato,Ne,Bruklin,11225
2017-09-16,Mastiff-Bull,Nepoznato,Ne,Bruklin,11211
2017-09-15,American Bull - Stafford Terrier,Mužjak,Da,Bruklin,11201
2017-09-19,American Pit Bull Mix - Pit Bull Mix,Ženka,Ne,Bruklin,11201
2017-09-20,Mixed,Nepoznato,Ne,Bruklin,NA
2017-09-17,German Shepherd Crossbreed,Mužjak,Da,Bruklin,11208
2017-09-20,Shiba Inu,Mužjak,Ne,Bruklin,11249
2017-09-21,Labrador Retriever,Mužjak,Da,Bruklin,11231
2017-09-20,Labrador - Hound Mix,Mužjak,Da,Bruklin,11233
2017-09-21,Bull Terrier,Mužjak,Ne,Bruklin,NA
2017-09-16,Pit Bull,Nepoznato,Ne,Bruklin,11237
2017-09-16,Pit Bull,Nepoznato,Ne,Bruklin,11207
2017-09-23,Nepoznata,Nepoznato,Ne,Bruklin,11235
2017-09-23,German Shepherd,Nepoznato,Ne,Bruklin,11235
2017-09-24,Pit Bull,Ženka,Da,Bruklin,11234
2017-09-24,Mixed,Nepoznato,Ne,Bruklin,11215
2017-09-23,Pekingese,Ženka,Da,Bruklin,11221
2017-09-25,Dachshund Smooth Coat Miniature,Ženka,Da,Bruklin,11249
2017-09-25,German Shepherd,Mužjak,Da,Bruklin,11201
2017-09-27,American Pit Bull Mix - Pit Bull Mix,Nepoznato,Ne,Bruklin,11206
2017-09-26,Siberian Husky,Ženka,Ne,Bruklin,11209
2017-09-27,German Shepherd,Ženka,Ne,Bruklin,11208
2017-09-23,Bichon Frise,Nepoznato,Ne,Bruklin,NA
2017-09-28,Nepoznata,Nepoznato,Ne,Bruklin,11226
2017-09-24,Pit Bull,Mužjak,Da,Bruklin,11234
2017-09-26,Schnauzer-Miniature,Mužjak,Ne,Bruklin,11226
2017-09-29,Rottweiler Mix,Mužjak,Da,Bruklin,11206
2017-09-29,Shih Tzu Mix,Mužjak,Da,Bruklin,11236
2017-09-29,Shih Tzu Mix,Mužjak,Da,Bruklin,11236
2017-09-30,German Shepherd,Ženka,Ne,Bruklin,11237
2017-09-19,Pit Bull,Mužjak,Ne,Bruklin,11212
2017-09-30,Golden Retriever,Nepoznato,Ne,Bruklin,11216
2017-08-28,Rottweiler- German Shepherd Mix,Mužjak,Da,Bruklin,11206
2017-09-16,Pit Bull,Nepoznato,Ne,Bruklin,11220
2017-10-04,Saint Bernard,Mužjak,Da,Bruklin,11211
2017-10-03,Pit Bull - German Shepherd Mix,Mužjak,Da,Bruklin,11234
2017-09-25,Pomeranian,Mužjak,Ne,Bruklin,11229
2017-10-04,Poodle-Standard,Ženka,Da,Bruklin,11234
2017-10-05,Boston Border Terrier,Ženka,Da,Bruklin,11210
2017-09-30,Pit Bull,Nepoznato,Ne,Bruklin,11215
2017-10-05,Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-09-16,Nepoznata,Nepoznato,Ne,Bruklin,NA
2017-10-05,German Shepherd,Mužjak,Da,Bruklin,11211
2017-10-05,Bull Dog,Nepoznato,Ne,Bruklin,11223
2017-04-11,Pekingese,Mužjak,Da,Bruklin,11229
2017-10-09,Pit Bull,Mužjak,Da,Bruklin,11204
2017-10-05,Shepherd,Nepoznato,Ne,Bruklin,11235
2017-10-01,Pit Bull,Nepoznato,Ne,Bruklin,11213
2017-10-11,Yorkshire Terrier,Nepoznato,Ne,Bruklin,11214
2017-10-07,Maltese,Nepoznato,Ne,Bruklin,11207
2017-09-17,Pit Bull,Nepoznato,Ne,Bruklin,11208
2017-10-10,German Shepherd,Mužjak,Ne,Bruklin,11215
2017-10-12,Pit Bull,Nepoznato,Ne,Bruklin,11216
2017-10-12,Pit Bull,Nepoznato,Ne,Bruklin,11216
2017-10-10,Terrier Mix,Mužjak,Da,Bruklin,11231
2017-10-10,Collie,Mužjak,Da,Bruklin,11231
2017-10-10,Nepoznata,Nepoznato,Ne,Bruklin,NA
2017-10-15,Terrier Mix,Mužjak,Da,Bruklin,11215
2017-10-17,Cocker Spaniel,Mužjak,Da,Bruklin,11220
2017-10-06,Great Dane,Mužjak,Ne,Bruklin,11222
2017-10-06,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Bruklin,11218
2017-10-14,Poodle X,Mužjak,Da,Bruklin,11217
2017-10-13,German Shepherd,Mužjak,Da,Bruklin,11231
2017-10-17,Mixed,Nepoznato,Ne,Bruklin,11215
2017-10-12,Cavalier King Charles Spaniel,Nepoznato,Ne,Bruklin,11234
2017-10-17,Labrador Retriever Crossbreed,Mužjak,Da,Bruklin,11215
2017-09-17,Hound X,Mužjak,Da,Bruklin,11238
2017-10-20,Terrier Cross,Mužjak,Ne,Bruklin,11208
2017-10-14,Siberian Husky,Mužjak,Ne,Bruklin,11235
2017-10-22,Pit Bull,Mužjak,Da,Bruklin,11209
2017-09-27,Nepoznata,Nepoznato,Ne,Bruklin,11249
2017-10-20,Crossbreed,Mužjak,Ne,Bruklin,11239
2017-10-21,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Bruklin,11207
2017-10-20,Dachshund X,Mužjak,Da,Bruklin,11215
2017-10-20,Nepoznata,Mužjak,Ne,Bruklin,11218
2017-10-20,Sheperd,Nepoznato,Ne,Bruklin,NA
2017-10-22,Bull Dog,Nepoznato,Ne,Bruklin,11222
2017-10-15,Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-10-26,Golden Retriever,Mužjak,Da,Bruklin,11201
2017-10-26,Husky X,Ženka,Da,Bruklin,11215
2017-10-16,American Pit Bull Mix - Pit Bull Mix,Nepoznato,Ne,Bruklin,11213
2017-10-20,Mixed-Other,Mužjak,Ne,Bruklin,NA
2017-10-28,Mixed,Mužjak,Ne,Bruklin,11230
2017-10-28,Bernese Mountain,Nepoznato,Ne,Bruklin,11216
2017-10-28,Pit Bull,Nepoznato,Ne,Bruklin,11225
2017-10-29,German Shepherd,Nepoznato,Ne,Bruklin,11234
2017-10-31,Labrador Retriever Crossbreed,Mužjak,Da,Bruklin,11214
2017-10-27,Dachshund X,Ženka,Da,Bruklin,11222
2017-10-21,Schnauzer-Giant,Mužjak,Da,Bruklin,11228
2017-10-28,Mixed,Mužjak,Ne,Bruklin,11233
2017-11-01,Border Collie X,Mužjak,Da,Bruklin,11201
2017-10-31,Mixed,Mužjak,Ne,Bruklin,11208
2017-10-25,Doberman Pinscher,Ženka,Da,Bruklin,11231
2017-11-01,Shih Tzu,Ženka,Ne,Bruklin,11224
2017-11-04,American Pit Bull Terrier-Pit Bull,Ženka,Da,Bruklin,11222
2017-11-04,Dachshund Smooth Coat Miniature,Ženka,Da,Bruklin,11222
2017-11-03,Siberian Pit Bull,Mužjak,Ne,Bruklin,NA
2017-11-05,Shih Tzu Mix,Nepoznato,Ne,Bruklin,11213
2017-11-05,Chihuahua,Mužjak,Da,Bruklin,11214
2017-11-05,Jack Russell X,Ženka,Ne,Bruklin,11219
2017-11-04,German Shepherd Crossbreed,Ženka,Da,Bruklin,11228
2017-11-07,Mixed,Mužjak,Ne,Bruklin,11207
2017-11-06,Mixed Breed,Mužjak,Ne,Bruklin,11237
2017-11-06,Nepoznata,Nepoznato,Ne,Bruklin,NA
2017-11-09,Shepherd-Pit Bull X,Mužjak,Da,Bruklin,11219
2017-11-05,Nepoznata,Nepoznato,Ne,Bruklin,11208
2017-11-10,Chihuahua,Ženka,Da,Bruklin,11222
2017-11-10,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Bruklin,11207
2017-11-11,Pit Bull,Nepoznato,Ne,Bruklin,11213
2017-11-13,Mutt,Mužjak,Da,Bruklin,11238
2017-11-07,Nepoznata,Mužjak,Ne,Bruklin,NA
2017-11-10,German Shepherd,Mužjak,Da,Bruklin,11235
2017-11-12,Pit Bull,Mužjak,Ne,Bruklin,NA
2017-11-14,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11212
2017-11-11,Pit Bull,Nepoznato,Ne,Bruklin,11233
2017-11-09,Nepoznata,Nepoznato,Ne,Bruklin,11207
2017-11-15,Cocker Spaniel,Mužjak,Da,Bruklin,11207
2017-11-16,German Shepherd,Mužjak,Ne,Bruklin,11235
2017-11-15,Shiba Inu,Mužjak,Da,Bruklin,11230
2017-11-17,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Bruklin,11213
2017-01-12,Italian Mastiff-Cane Corso X,Mužjak,Ne,Bruklin,11201
2017-11-16,Bull Dog-English,Nepoznato,Ne,Bruklin,11210
2017-11-19,Basset Hound X,Ženka,Da,Bruklin,NA
2017-11-14,Labrador Retriever,Mužjak,Da,Bruklin,48064
2017-11-18,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11205
2017-11-18,Beagle,Mužjak,Ne,Bruklin,11229
2017-11-20,American Pit Bull Mix - Pit Bull Mix,Ženka,Da,Bruklin,11210
2017-11-15,Mixed,Ženka,Da,Bruklin,11231
2017-11-11,Pit Bull,Nepoznato,Ne,Bruklin,11237
2017-11-11,Basset Hound X,Mužjak,Da,Bruklin,11201
2017-11-21,Bull Dog-English,Ženka,Da,Bruklin,11228
2017-11-16,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-11-22,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Bruklin,11201
2017-11-22,Shih Tzu,Mužjak,Ne,Bruklin,11237
2017-11-25,Maltese-Westie X,Mužjak,Da,Bruklin,11214
2017-11-14,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11213
2017-11-29,American Eskimo,Ženka,Da,Bruklin,11207
2017-11-15,Mixed Breed,Ženka,Ne,Bruklin,11249
2017-11-29,Boxer,Nepoznato,Ne,Bruklin,11237
2017-11-26,Mastiff,Nepoznato,Ne,Bruklin,11209
2017-11-29,Siberian Husky,Mužjak,Da,Bruklin,11234
2017-12-01,Sheperd,Nepoznato,Ne,Bruklin,11209
2017-12-01,Nepoznata,Nepoznato,Ne,Bruklin,11220
2017-12-02,Labrador Retriever,Mužjak,Da,Bruklin,11201
2017-11-29,Mixed Breed,Mužjak,Ne,Bruklin,11206
2017-12-04,English Cocker Spaniel,Ženka,Ne,Bruklin,11223
2017-12-05,Eng French Pit Bull,Mužjak,Da,Bruklin,11226
2017-12-05,Bichon Frise- Cavalier Charles Spaniel,Mužjak,Da,Bruklin,11209
2017-12-07,Pit Bull,Mužjak,Da,Bruklin,11236
2017-12-07,Beagle,Ženka,Da,Bruklin,11204
2017-12-08,Bull Dog,Mužjak,Da,Bruklin,11215
2017-12-08,Nepoznata,Nepoznato,Ne,Bruklin,11215
2017-11-01,Nepoznata,Nepoznato,Ne,Bruklin,11206
2017-11-05,Maltese,Mužjak,Ne,Bruklin,11221
2017-12-11,Boxer Mix,Mužjak,Ne,Bruklin,11209
2017-12-08,Great Dane,Mužjak,Da,Bruklin,11223
2017-12-11,Pug,Nepoznato,Ne,Bruklin,11234
2017-12-12,Terrier X,Nepoznato,Ne,Bruklin,11205
2017-12-12,Great Dane - Hound Mix,Mužjak,Da,Bruklin,11209
2017-12-13,Mixed-Other,Mužjak,Ne,Bruklin,11206
2017-12-15,Mixed Breed,Mužjak,Ne,Bruklin,11208
2017-12-12,Retriever-Australian Cattle Dog X,Mužjak,Da,Bruklin,11222
2017-12-15,Mixed,Nepoznato,Ne,Bruklin,11230
2017-12-12,Wired Hair Terrier X,Ženka,Da,Bruklin,11214
2017-12-12,German Shepherd,Nepoznato,Ne,Bruklin,11214
2017-12-11,Nepoznata,Nepoznato,Ne,Bruklin,NA
2017-12-17,Shih Tzu,Nepoznato,Ne,Bruklin,NA
2017-12-18,Chinese Crested,Mužjak,Da,Bruklin,11229
2017-12-18,Mixed,Mužjak,Ne,Bruklin,11205
2017-03-20,Mutt,Nepoznato,Ne,Ostalo,NA
2017-12-18,Shih Tzu,Mužjak,Ne,Bruklin,11236
2017-11-26,Shih Tzu,Mužjak,Da,Bruklin,11223
2017-12-17,Bolognese Bichon,Mužjak,Da,Bruklin,11205
2017-12-21,Mixed,Mužjak,Da,Bruklin,11249
2017-12-22,Poodle-Toy,Ženka,Da,Bruklin,11235
2017-12-21,Pit Bull,Nepoznato,Ne,Bruklin,11208
2017-12-21,Mixed-Other,Mužjak,Ne,Bruklin,11207
2017-12-24,Shih Tzu,Ženka,Ne,Bruklin,11232
2017-12-22,Yorkshire Terrier,Nepoznato,Ne,Bruklin,11221
2017-12-26,Yorkshire Terrier,Nepoznato,Ne,Bruklin,11221
2017-12-21,American Pit Bull Mix - Pit Bull Mix,Ženka,Da,Bruklin,11237
2017-12-25,Shih Tzu,Mužjak,Ne,Bruklin,11212
2017-12-22,Pit Bull Terrier -Cattle Dogx,Mužjak,Da,Bruklin,NA
2017-12-27,Shiba Inu,Ženka,Ne,Bruklin,11209
2017-12-20,Chow Chow-Pit Bull,Mužjak,Da,Bruklin,11224
2017-12-28,Bichon Frise,Ženka,Da,Bruklin,11228
2017-12-20,Chow Chow- Pit Bull,Mužjak,Ne,Bruklin,11224
2017-12-31,Mastiff-Bull,Mužjak,Da,Bruklin,11215
2017-12-26,Nepoznata,Nepoznato,Ne,Bruklin,11229
2017-12-30,Jack Russell-Poodle X,Mužjak,Ne,Bruklin,11201
2017-12-31,American Pit Bull Mix - Pit Bull Mix,Nepoznato,Ne,Bruklin,11224
2017-12-31,Nepoznata,Nepoznato,Ne,Bruklin,NA
2017-12-29,Nepoznata,Nepoznato,Ne,Bruklin,11221
2017-12-30,Akita,Nepoznato,Ne,Bruklin,NA
2017-12-19,Pit Bull,Nepoznato,Ne,Bruklin,11237
2017-12-25,Great Pyrenees,Mužjak,Ne,Bruklin,11207
2017-12-01,Pit Bull,Nepoznato,Ne,Bruklin,11212
2017-03-19,Pit Bull,Nepoznato,Ne,Ostalo,NA
2017-03-17,Havanese,Mužjak,Ne,Ostalo,NA
2017-01-01,Chihuahua,Nepoznato,Ne,Bronks,10457
2017-01-01,Pit Bull,Mužjak,Ne,Bronks,10465
2017-01-03,Pit Bull,Nepoznato,Ne,Bronks,NA
2017-01-04,Shih Tzu,Ženka,Ne,Bronks,10471
2017-01-04,Yorkshire Terrier,Nepoznato,Ne,Bronks,10453
2017-01-06,Maltese,Nepoznato,Ne,Bronks,NA
2017-01-06,Pit Bull Mix,Ženka,Da,Bronks,10461
2017-01-06,Chihuahua,Nepoznato,Ne,Bronks,10465
2017-01-11,Cavalier King Charles Spaniel,Mužjak,Da,Bronks,10465
2017-01-12,Labrador Retriever Mix,Mužjak,Da,Bronks,10475
2017-01-12,Rottweiler,Mužjak,Ne,Bronks,10457
2017-01-16,Pit Bull,Mužjak,Ne,Bronks,10474
2017-01-16,Chihuahua,Mužjak,Ne,Bronks,NA
2017-01-15,Chihuahua,Nepoznato,Ne,Bronks,10456
2017-01-15,Poodle Shihtzu,Mužjak,Ne,Bronks,NA
2017-01-17,Chihuahua,Nepoznato,Ne,Bronks,NA
2017-01-14,Pit Bull,Mužjak,Ne,Bronks,NA
2017-01-19,Chihuahua,Ženka,Da,Bronks,10458
2017-01-20,Pit Bull Mix,Mužjak,Ne,Bronks,10459
2017-01-23,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Bronks,10452
2017-01-23,Jack Russ,Nepoznato,Ne,Bronks,10465
2017-01-23,Yorkshire Terrier,Mužjak,Da,Bronks,NA
2017-01-20,Labrador Retriever Crossbreed,Mužjak,Da,Bronks,10461
2017-01-21,Poodle-Miniature,Mužjak,Ne,Bronks,10457
2017-01-19,Rottweiler,Mužjak,Ne,Bronks,10473
2017-01-24,Maltese,Nepoznato,Ne,Bronks,NA
2017-01-30,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Bronks,10453
2017-01-23,English Bulldog Terrier,Ženka,Ne,Bronks,10468
2017-01-26,Rottweiler,Nepoznato,Ne,Bronks,10472
2017-01-25,Husky,Nepoznato,Ne,Bronks,NA
2017-01-01,Pit Bull,Nepoznato,Ne,Bronks,NA
2017-02-01,American Pit Bull Terrier-Pit Bull,Ženka,Ne,Bronks,10456
2017-02-01,Husky,Ženka,Da,Bronks,10472
2017-02-02,Akita,Mužjak,Ne,Bronks,10473
2017-02-04,American Staffordshire Terrier,Ženka,Ne,Bronks,10471
2017-01-24,Pit Bull,Nepoznato,Ne,Bronks,10465
2017-02-08,Pit Bull,Ženka,Ne,Bronks,10459
2017-02-07,Maltese,Mužjak,Ne,Bronks,10468
2017-02-09,Pit Bull,Nepoznato,Ne,Bronks,NA
2017-02-02,Shih Tzu,Nepoznato,Ne,Bronks,NA
2017-02-04,Pit Bull,Mužjak,Da,Bronks,10461
2017-02-04,Pit Bull,Nepoznato,Ne,Bronks,10468
2017-02-01,Pit Bull,Nepoznato,Ne,Bronks,NA
2017-02-07,Pit Bull,Ženka,Ne,Bronks,10462
2017-02-11,Shih Tzu,Mužjak,Da,Bronks,10467
2017-02-11,Pit Bull,Nepoznato,Ne,Bronks,NA
2017-02-10,Terrier,Mužjak,Ne,Bronks,10459
2017-02-13,Bull Dog,Nepoznato,Ne,Bronks,NA
2017-02-14,Lhasa Mix Shih Tzu,Mužjak,Ne,Bronks,10453
2017-01-31,Pomeranian,Nepoznato,Ne,Bronks,10472
2017-02-06,Pit Bull,Nepoznato,Ne,Bronks,10459
2017-02-15,Pit Bull,Ženka,Ne,Bronks,10460
2017-02-06,Yorkshire Terrier,Mužjak,Da,Bronks,10465
2017-02-07,Yorkshire Terrier,Mužjak,Ne,Bronks,10465
2017-02-17,American Pit Bull Mix - Pit Bull Mix,Ženka,Da,Bronks,10461
2017-02-19,Schnauzer Stand-Sc Wheat Terr,Mužjak,Ne,Bronks,10461
2017-02-21,Pit Bull,Ženka,Ne,Bronks,10467
2017-02-18,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Bronks,10473
2017-02-17,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Bronks,10453
2017-02-17,Pit Bull,Mužjak,Ne,Bronks,10470
2017-02-20,Bull Dog,Ženka,Da,Bronks,10465
2017-02-23,Pit Bull,Nepoznato,Ne,Bronks,NA
2017-02-23,Pit Bull,Mužjak,Ne,Bronks,10468
2017-02-20,Pit Bull,Nepoznato,Ne,Bronks,10452
2017-02-20,German Shepherd,Nepoznato,Ne,Bronks,10458
2017-02-23,Shih Tzu,Nepoznato,Ne,Bronks,10472
2017-02-25,Pit Bull,Nepoznato,Ne,Bronks,10466
2017-02-26,Pit Bull,Nepoznato,Ne,Bronks,10456
2017-02-25,Rottweiler,Nepoznato,Ne,Bronks,10452
2017-02-27,Chihuahua Crossbreed,Ženka,Ne,Bronks,10454
2017-02-25,American Pit Bull Terrier-Pit Bull,Ženka,Da,Bronks,NA
2017-02-27,Chihuahua Crossbreed,Ženka,Ne,Bronks,10454
2017-03-01,Pit Bull,Nepoznato,Ne,Bronks,NA
2017-02-25,Pit Bull,Nepoznato,Ne,Bronks,10454
2017-03-04,Chihuahua,Nepoznato,Ne,Bronks,NA
2017-03-05,Maltese,Mužjak,Da,Bronks,10452
2017-03-05,Pit Bull,Nepoznato,Ne,Bronks,10457
2017-03-05,Chihuahua,Ženka,Da,Bronks,10466
2017-02-22,Pit Bull,Mužjak,Ne,Bronks,10459
2017-03-08,Pit Bull,Nepoznato,Ne,Bronks,10460
2017-02-25,Pit Bull,Mužjak,Ne,Bronks,NA
2017-03-09,Bull Dog-English,Ženka,Ne,Bronks,10461
2017-03-09,German Shepherd,Mužjak,Ne,Bronks,10467
2017-03-11,Pit Bull,Mužjak,Da,Bronks,10456
2017-03-11,Shih Tzu,Nepoznato,Ne,Bronks,NA
2017-03-13,Pit Bull,Nepoznato,Ne,Bronks,10472
2017-03-05,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Bronks,10461
2017-03-16,Staffordshire Bull Terrier,Mužjak,Ne,Bronks,10460
2017-03-13,Miniature Pinscher,Mužjak,Ne,Bronks,10461
2017-03-17,Yorkshire Terrier,Ženka,Da,Bronks,10456
2017-03-16,Pit Bull,Nepoznato,Ne,Bronks,10474
2017-03-20,Pit Bull,Ženka,Ne,Bronks,10469
2017-03-18,American Pit Bull Mix - Pit Bull Mix,Ženka,Da,Bronks,10459
2017-03-19,Golden Retriever,Mužjak,Ne,Bronks,10462
