datum_ujeda,rasa,pol,sterilisan,distrikt,poštanski_broj
2017-01-08,Chihuahua,Ženka,Ne,Kvins,11421
2017-01-13,German Shepherd Mix,Nepoznato,Ne,Kvins,11364
2017-01-15,Staffordshire Mix,Mužjak,Ne,Kvins,11436
2017-01-15,Staffordshire Mix,Mužjak,Ne,Kvins,11436
2017-01-13,Black Mouth Cur Mix,Ženka,Ne,Kvins,11433
2017-01-15,Pit Bull,Ženka,Ne,Kvins,11433
2017-01-12,Cane Corso,Nepoznato,Ne,Kvins,11433
2017-01-12,Siberian Husky,Nepoznato,Ne,Kvins,11419
2017-01-15,Siberian Husky,Ženka,Ne,Kvins,11691
2017-01-14,Shih Tzu,Nepoznato,Ne,Kvins,11385
2017-01-18,Bichon Frise,Mužjak,Ne,Kvins,11365
2017-01-18,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-01-16,Pit Bull - Boxer Mix (F) And Pit Bull (M),Nepoznato,Da,Kvins,11434
2017-01-11,Cocker Spaniel,Ženka,Da,Kvins,11354
2017-01-21,Wheaton Terrier,Mužjak,Da,Kvins,11365
2017-01-25,Shih Tzu,Mužjak,Da,Kvins,11372
2017-01-24,Lhasa Apso,Ženka,Ne,Kvins,11427
2017-01-25,Siberian Husky,Mužjak,Da,Kvins,11355
2017-01-25,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Kvins,11103
2017-01-28,Shih Tzu - Maltese Mix,Mužjak,Da,Kvins,11368
2017-01-27,American Pit Bull Mix - Pit Bull Mix,Nepoznato,Da,Kvins,11434
2017-01-30,Pit Bull Terrier Mix,Mužjak,Da,Kvins,11417
2017-01-13,Shepherd Mix,Ženka,Da,Kvins,11361
2017-01-22,Shepherd Mix,Mužjak,Da,Kvins,11360
2017-01-31,Pit Bull,Nepoznato,Ne,Kvins,11691
2017-02-01,Labrador Retriever,Nepoznato,Ne,Kvins,11385
2017-02-03,German Shepherd,Nepoznato,Ne,Kvins,11370
2017-02-02,Pit Bull,Mužjak,Ne,Kvins,11434
2017-02-02,Pit Bull,Mužjak,Ne,Kvins,11102
2017-02-03,Pit Bull,Nepoznato,Ne,Kvins,11418
2017-02-04,Bull Dog,Nepoznato,Ne,Kvins,11413
2017-02-05,Alaskan Husky,Mužjak,Da,Kvins,11377
2017-01-28,Chihuahua - Corgi Mix,Nepoznato,Ne,Kvins,11368
2017-01-25,English Bull Dog - Beagle Mix,Mužjak,Ne,Kvins,11361
2017-02-05,Labrador Mix,Mužjak,Da,Kvins,11692
2017-02-07,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Kvins,11429
2017-02-07,Pit Bull,Mužjak,Ne,Kvins,11413
2017-02-07,German Shepherd,Mužjak,Ne,Kvins,NA
2017-02-08,Pit Bull,Nepoznato,Ne,Kvins,11435
2017-02-08,Pit Bull,Mužjak,Da,Kvins,11435
2017-02-08,Pit Bull,Mužjak,Da,Kvins,11435
2017-02-08,Pit Bull,Mužjak,Da,Kvins,11435
2017-02-09,Dachshund Mix,Ženka,Da,Kvins,11101
2017-02-09,Maltese,Mužjak,Da,Kvins,NA
2017-02-12,Mastiff-Bull,Mužjak,Da,Kvins,11101
2017-02-13,Mastiff-Bull,Mužjak,Da,Kvins,11101
2017-02-10,German Shepherd,Nepoznato,Ne,Kvins,NA
2017-02-10,Bull Terrier,Mužjak,Ne,Kvins,11385
2017-02-09,Pit Bull,Nepoznato,Ne,Kvins,11429
2017-02-11,Collie,Nepoznato,Ne,Kvins,11361
2017-02-14,Pit Bull,Mužjak,Da,Kvins,11371
2017-02-15,Dachshund Mix,Ženka,Ne,Kvins,11421
2017-02-07,Chihuahua,Mužjak,Da,Kvins,11358
2017-02-16,American Eskimo Mix,Mužjak,Da,Kvins,11106
2017-02-16,Staffordshire Bull Terrier,Mužjak,Da,Kvins,11691
2017-02-17,American Staffordshire Terrier,Mužjak,Ne,Kvins,11434
2017-02-18,Mini Goldendoodle,Mužjak,Ne,Kvins,11370
2017-02-19,Dachshund Mix,Ženka,Da,Kvins,11435
2017-02-20,Rottweiler Mix,Mužjak,Da,Kvins,11354
2017-02-11,Pit Bull,Nepoznato,Ne,Kvins,11101
2017-01-31,Dachshund-Long Haired,Mužjak,Da,Kvins,11357
2017-02-01,Terrier Mix,Ženka,Da,Kvins,11426
2017-02-14,Labrador - Pit Bull Mix,Ženka,Da,Kvins,11367
2017-02-20,Akita,Mužjak,Ne,Kvins,11691
2017-02-20,Shih Tzu,Mužjak,Da,Kvins,11379
2017-02-21,Pit Bull,Nepoznato,Ne,Kvins,11691
2017-02-18,American Pit Bull Mix - Pit Bull Mix,Ženka,Da,Kvins,11364
2017-02-23,Beagle - Hound Mix,Mužjak,Da,Kvins,11433
2017-02-25,Chihuahua,Mužjak,Ne,Kvins,11356
2017-02-24,Terrier,Nepoznato,Ne,Kvins,11433
2017-02-24,Cane Corso,Ženka,Da,Kvins,11418
2017-02-27,"Jindo Dog,",Ženka,Ne,Kvins,11357
2017-02-27,Hound Mix,Mužjak,Da,Kvins,11109
2017-03-01,Terrier,Nepoznato,Ne,Kvins,NA
2017-03-02,Rottweiler Mix,Mužjak,Da,Kvins,11102
2017-03-05,Chow Chow - German Shephered Mix,Mužjak,Ne,Kvins,11372
2017-03-04,Dachshund Smooth Coat,Ženka,Da,Kvins,11375
2017-03-04,Pit Bull,Nepoznato,Ne,Kvins,11433
2017-03-06,Scottish Terrier,Mužjak,Da,Kvins,11101
2017-02-24,Pit Bull,Nepoznato,Ne,Kvins,11692
2017-02-28,Pit Bull,Ženka,Da,Kvins,11373
2017-02-28,Pit Bull,Ženka,Da,Kvins,11373
2017-02-23,American Pit Bull Terrier-Pit Bull,Ženka,Ne,Kvins,11372
2017-03-08,Shih Tzu,Mužjak,Da,Kvins,11419
2017-03-09,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-03-09,Shiba Inu,Mužjak,Ne,Kvins,11103
2017-03-09,Chihuahua,Nepoznato,Ne,Kvins,NA
2017-03-09,Pomeranian,Ženka,Da,Kvins,11385
2017-03-12,Shiba Inu,Ženka,Da,Kvins,11358
2017-03-11,Pit Bull,Ženka,Ne,Kvins,11375
2017-03-10,Bull Dog-French,Mužjak,Da,Kvins,11364
2017-03-12,Pit Bull - American Foxhound Mix,Mužjak,Ne,Kvins,11693
2017-03-02,Pit Bull,Nepoznato,Ne,Kvins,11692
2017-03-13,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-03-13,Maltese,Ženka,Ne,Kvins,11354
2017-03-13,Terrier,Nepoznato,Ne,Kvins,11103
2017-03-13,Pit Bull,Ženka,Ne,Kvins,11691
2017-03-13,Pit Bull,Nepoznato,Ne,Kvins,11435
2017-03-14,Rottweiler,Ženka,Ne,Kvins,11426
2017-03-15,Bull Dog-English,Mužjak,Da,Kvins,11363
2017-03-16,Hound - German Shepherd Mix,Ženka,Da,Kvins,11105
2017-03-17,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Kvins,11375
2017-03-17,Shih Tzu Mix,Mužjak,Da,Kvins,11426
2017-03-20,German Shepherd,Mužjak,Ne,Kvins,11414
2017-03-18,Pit Bull,Mužjak,Da,Kvins,11692
2017-03-18,Jack Russ,Nepoznato,Ne,Kvins,11432
2017-03-12,Mix Breed,Mužjak,Ne,Kvins,11355
2017-03-22,German Shepherd,Mužjak,Ne,Kvins,11435
2017-03-17,Pit Bull,Nepoznato,Ne,Kvins,11369
2017-03-04,Pit Bull Mix,Ženka,Da,Kvins,11357
2017-03-23,Pit Bull,Nepoznato,Ne,Kvins,11691
2017-03-24,Chihuahua,Nepoznato,Ne,Kvins,11354
2017-03-23,Chihuahua - Bijon Mix,Nepoznato,Da,Kvins,11436
2017-03-24,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Kvins,11367
2017-03-23,German Shepherd,Ženka,Ne,Kvins,11354
2017-03-25,Dalmation Mix,Mužjak,Da,Kvins,11426
2017-03-25,Pit Bull,Nepoznato,Ne,Kvins,11692
2017-03-26,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Kvins,11423
2017-03-27,West High White Terrier,Mužjak,Da,Kvins,11375
2017-03-27,Cocker Spaniel,Nepoznato,Ne,Kvins,11106
2017-03-29,Bichon Frise - Terrier Mix,Ženka,Da,Kvins,11372
2017-03-27,Yorkshire Terrier,Nepoznato,Ne,Kvins,11417
2017-03-31,Norfolk Terrier,Ženka,Da,Kvins,11355
2017-03-31,Dachshund - Schnauzer,Nepoznato,Da,Kvins,11101
2017-03-26,Pekingese - Poodle Mix,Mužjak,Da,Kvins,11416
2017-03-30,Pit Bull - Rottweiler Mix,Mužjak,Ne,Kvins,11372
2017-03-26,Pit Bull,Ženka,Da,Kvins,11354
2017-04-02,Pit Bull,Mužjak,Ne,Kvins,11385
2017-03-24,Maltese,Mužjak,Ne,Kvins,11358
2017-03-20,Maltese - Yorkshire Mix,Mužjak,Ne,Kvins,11373
2017-04-04,Maltese,Mužjak,Da,Kvins,11368
2017-03-11,Puggle - Hound Mix,Mužjak,Da,Kvins,11358
2017-03-22,Kerry Blue Terrier,Mužjak,Ne,Kvins,11363
2017-04-06,Shih Tzu,Mužjak,Da,Kvins,11375
2017-04-05,German Shepherd,Mužjak,Ne,Kvins,11433
2017-04-09,Labrador Retriever,Mužjak,Da,Kvins,11358
2017-04-10,Rottweiler,Ženka,Ne,Kvins,11426
2017-04-05,Corgi - Cattle Mix,Mužjak,Da,Kvins,11375
2017-04-10,Mix Breed,Mužjak,Ne,Kvins,11106
2017-04-11,Pit Bull,Mužjak,Ne,Kvins,11368
2017-04-10,Jack Russ,Ženka,Ne,Kvins,11378
2017-04-12,Bull Dog-French,Mužjak,Da,Kvins,11106
2017-04-09,Pit Bull,Nepoznato,Ne,Kvins,11365
2017-04-10,Pit Bull,Mužjak,Ne,Kvins,11369
2017-04-09,Pomeranian,Nepoznato,Ne,Kvins,NA
2017-04-15,Pit Bull,Mužjak,Ne,Kvins,11426
2017-04-16,American Pit Bull Terrier-Pit Bull,Ženka,Ne,Kvins,11375
2017-04-14,Cocker Spaniel,Nepoznato,Ne,Kvins,11375
2017-04-14,Labrador - Pit Bull Mix,Mužjak,Da,Kvins,11103
2017-04-16,Cocker Spaniel,Ženka,Ne,Kvins,11104
2017-04-17,Pit Bull,Ženka,Ne,Kvins,11420
2017-04-17,Cairn Terrier,Mužjak,Da,Kvins,11434
2017-04-17,Pug,Nepoznato,Ne,Kvins,11355
2017-04-09,Shiba Inu,Mužjak,Da,Kvins,11360
2017-04-19,Beagle,Ženka,Ne,Kvins,11102
2017-04-16,Pomeranian,Ženka,Da,Kvins,11101
2017-04-20,Mixed Breed,Mužjak,Da,Kvins,11434
2017-04-20,Labrador Mix,Mužjak,Ne,Kvins,11361
2017-04-20,Pit Bull Mix,Mužjak,Da,Kvins,11106
2017-04-20,Terrier - Chihuahua Mix,Ženka,Ne,Kvins,11378
2017-04-24,Jack Russell Mix,Mužjak,Da,Kvins,11372
2017-04-23,Yorkshire Terrier,Mužjak,Da,Kvins,11423
2017-04-23,German Shepherd Mix,Mužjak,Da,Kvins,11004
2017-04-23,Pit Bull - Labrador Mix,Mužjak,Ne,Kvins,11385
2017-04-23,Poodle Mix,Mužjak,Ne,Kvins,NA
2017-04-24,Pit Bull,Nepoznato,Ne,Kvins,11375
2017-04-27,Labrador - Pit Bull Mix,Mužjak,Da,Kvins,11417
2017-04-02,Pit Bull,Mužjak,Ne,Kvins,NA
2017-04-02,Pit Bull,Ženka,Da,Kvins,NA
2017-04-26,Pit Bull,Nepoznato,Ne,Kvins,11691
2017-04-29,Pomeranian,Mužjak,Ne,Kvins,11366
2017-04-28,Shih Tzu,Mužjak,Da,Kvins,11368
2017-05-01,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Kvins,11368
2017-04-25,American Pit Bull Terrier-Pit Bull,Ženka,Ne,Kvins,11691
2017-04-10,Pit Bull Mix,Mužjak,Ne,Kvins,11434
2017-04-16,Pit Bull,Ženka,Ne,Kvins,11435
2017-04-18,Scottish Terrier,Mužjak,Da,Kvins,11370
2017-04-19,Mini Schnauzer - Yorkshire Mix,Mužjak,Da,Kvins,11102
2017-04-28,Pit Bull,Mužjak,Da,Kvins,11103
2017-04-29,Pit Bull Mix,Mužjak,Ne,Kvins,11692
2017-04-29,Pit Bull,Nepoznato,Ne,Kvins,11385
2017-04-29,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Kvins,11361
2017-05-03,American Bully,Ženka,Da,Kvins,11354
2017-05-04,Pit Bull,Nepoznato,Ne,Kvins,11367
2017-01-31,Maltese,Mužjak,Ne,Kvins,11433
2017-04-30,American Eskimo - Husky Mix,Mužjak,Da,Kvins,11374
2017-05-02,Beagle,Ženka,Ne,Kvins,11414
2017-05-06,Bull Dog-English,Mužjak,Ne,Kvins,11354
2017-05-08,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-05-08,American Staffordshire Terrier,Ženka,Ne,Kvins,11692
2017-05-08,Staffordshire Bull Terrier,Mužjak,Ne,Kvins,11692
2017-05-08,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Kvins,11692
2017-05-08,American Pit Bull Terrier-Pit Bull,Ženka,Da,Kvins,11692
2017-05-07,German Shepherd,Mužjak,Da,Kvins,11416
2017-05-05,Pug - Chihuahua Mix,Mužjak,Da,Kvins,11412
2017-05-08,Shih Tzu,Mužjak,Ne,Kvins,11104
2017-04-26,French Poodle,Mužjak,Ne,Kvins,11103
2017-05-06,Bull Terrier,Ženka,Da,Kvins,11385
2017-05-10,Staffordshire Bull Terrier,Ženka,Ne,Kvins,11373
2017-05-09,Pit Bull,Ženka,Da,Kvins,11694
2017-05-11,Pit Bull,Nepoznato,Ne,Kvins,11365
2017-05-11,Shih Tzu,Mužjak,Ne,Kvins,11356
2017-05-03,Pit Bull,Mužjak,Ne,Kvins,11691
2017-05-12,Shih Tzu,Nepoznato,Ne,Kvins,11412
2017-05-13,Labrador - Hound Mix,Mužjak,Ne,Kvins,11432
2017-05-14,Newfoundland Or Tibetan Mastiff,Nepoznato,Ne,Kvins,11364
2017-05-12,Shih Tzu,Mužjak,Ne,Kvins,11357
2017-05-15,Terrier,Nepoznato,Ne,Kvins,11368
2017-05-09,Boxer,Mužjak,Da,Kvins,11101
2017-05-16,Siberian Husky,Mužjak,Da,Kvins,11369
2017-05-10,Pit Bull,Nepoznato,Ne,Kvins,11361
2017-05-18,Pekingese,Ženka,Ne,Kvins,11377
2017-05-19,Shih Tzu,Ženka,Ne,Kvins,11420
2017-05-16,Mixed Breed,Nepoznato,Ne,Kvins,11377
2017-05-18,Labrador - Chow Chow Mix,Ženka,Da,Kvins,11373
2017-05-15,Siberian Husky,Nepoznato,Ne,Kvins,11415
2017-05-20,Pit Bull,Mužjak,Ne,Kvins,11421
2017-05-18,Pomeranian,Ženka,Ne,Kvins,11103
2017-05-20,Pit Bull,Ženka,Ne,Kvins,11420
2017-05-20,Boxer,Ženka,Ne,Kvins,11422
2017-05-21,West Highland Mix,Mužjak,Da,Kvins,11377
2017-05-22,German Shepherd,Mužjak,Ne,Kvins,11354
2017-05-23,Maltese - Yorkshire Mix,Mužjak,Da,Kvins,11361
2017-05-23,Siberian Husky,Mužjak,Da,Kvins,11373
2017-05-23,Pit Bull Mix,Mužjak,Da,Kvins,11419
2017-05-24,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Kvins,NA
2017-05-24,Jack Russ,Mužjak,Da,Kvins,11434
2017-05-24,Poodle-Toy,Mužjak,Da,Kvins,11377
2017-05-24,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-05-25,Pit Bull,Ženka,Ne,Kvins,11354
2017-05-20,Rottweiler,Mužjak,Ne,Kvins,11375
2017-05-25,Pit Bull,Mužjak,Da,Kvins,11356
2017-05-27,German Shepherd,Ženka,Ne,Kvins,11420
2017-05-28,Boston Terrier,Nepoznato,Ne,Kvins,11101
2017-05-25,Chihuahua,Mužjak,Da,Kvins,11368
2017-05-27,Shih Tzu,Ženka,Da,Kvins,11367
2017-05-27,Pit Bull,Nepoznato,Ne,Kvins,11368
2017-05-28,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-05-28,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-05-29,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-05-26,Labrador Retriever,Mužjak,Ne,Kvins,11434
2017-05-27,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-05-30,Terrier Mix,Ženka,Da,Kvins,11374
2017-05-22,Pit Bull,Mužjak,Ne,Kvins,11691
2017-05-31,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Kvins,11691
2017-05-31,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Kvins,11691
2017-05-28,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-05-06,Mixed Breed,Nepoznato,Ne,Kvins,11691
2017-05-06,Pit Bull,Nepoznato,Ne,Kvins,11692
2017-05-24,German Shepherd,Nepoznato,Ne,Kvins,11364
2017-05-29,Labrador Retriever,Ženka,Da,Kvins,11378
2017-06-01,Siberian Husky,Nepoznato,Ne,Kvins,NA
2017-06-03,Nepoznata,Nepoznato,Ne,Kvins,11377
2017-06-02,American Pit Bull Mix - Pit Bull Mix,Ženka,Da,Kvins,11364
2017-06-03,Silky Terrier,Mužjak,Da,Kvins,11360
2017-06-04,Nepoznata,Nepoznato,Ne,Kvins,11413
2017-06-04,Siberian Husky,Mužjak,Ne,Kvins,11385
2017-06-05,Pit Bull,Nepoznato,Ne,Kvins,11428
2017-06-03,Belgian Malinois,Mužjak,Ne,Kvins,11374
2017-06-05,Nepoznata,Nepoznato,Ne,Kvins,11377
2017-06-04,Rottweiler And Boxer Mix,Mužjak,Da,Kvins,11368
2017-06-07,Mixed Breed,Ženka,Da,Kvins,11372
2017-06-07,Rottweiler - Shepherd Mix,Mužjak,Da,Kvins,NA
2017-06-03,Chihuahua,Ženka,Ne,Kvins,11379
2017-06-08,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-06-08,Mixed Breed,Nepoznato,Ne,Kvins,11413
2017-06-08,Shih Tzu,Mužjak,Da,Kvins,11368
2017-06-01,Maltese - Poodle Mix,Ženka,Da,Kvins,11360
2017-06-08,Nepoznata,Nepoznato,Ne,Kvins,11378
2017-06-10,Mixed Breed,Nepoznato,Ne,Kvins,11105
2017-06-11,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-06-11,Labrador Mix,Mužjak,Da,Kvins,11421
2017-06-12,American Stafford And Labrador Mix,Mužjak,Ne,Kvins,11365
2017-06-12,Shih Tzu,Ženka,Da,Kvins,11106
2017-06-09,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-06-13,Maltese Terrier,Mužjak,Da,Kvins,11357
2017-06-05,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-06-12,Yorkshire Terrier,Nepoznato,Ne,Kvins,11421
2017-06-08,Nepoznata,Nepoznato,Ne,Kvins,11101
2017-06-11,Nepoznata,Nepoznato,Ne,Kvins,11367
2017-06-10,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-06-09,Shih Tzu,Mužjak,Ne,Kvins,11370
2017-06-07,Shih Tzu,Mužjak,Ne,Kvins,11368
2017-06-06,Bull Dog,Nepoznato,Ne,Kvins,NA
2017-06-12,Pit Bull,Nepoznato,Ne,Kvins,11435
2017-06-13,Jack Russ,Nepoznato,Ne,Kvins,11434
2017-06-14,Pit Bull,Nepoznato,Ne,Kvins,11433
2017-06-13,Pit Bull - Boxer Mix,Mužjak,Ne,Kvins,11435
2017-06-14,Nepoznata,Nepoznato,Ne,Kvins,11361
2017-06-13,Siberian Husky,Mužjak,Ne,Kvins,11434
2017-06-15,Maltese,Nepoznato,Ne,Kvins,NA
2017-06-13,American Pit Bull Terrier-Pit Bull,Ženka,Da,Kvins,NA
2017-06-15,German Shepherd,Mužjak,Da,Kvins,11365
2017-06-12,Rottweiler,Nepoznato,Ne,Kvins,NA
2017-06-16,Golden Retriever,Mužjak,Da,Kvins,11368
2017-06-15,Jack Russ,Mužjak,Ne,Kvins,11432
2017-06-17,Yorkshire Terrier,Mužjak,Da,Kvins,11355
2017-06-16,Maltese,Mužjak,Da,Kvins,NA
2017-06-16,Golden - Chow Mix,Mužjak,Da,Kvins,11106
2017-06-04,Poodle Mix,Nepoznato,Ne,Kvins,NA
2017-06-12,Siberian Husky,Mužjak,Da,Kvins,11385
2017-06-18,German Shepherd,Mužjak,Ne,Kvins,11419
2017-06-16,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-06-14,Mastiff,Mužjak,Da,Kvins,11373
2017-06-18,Pit Bull,Nepoznato,Ne,Kvins,11418
2017-06-17,German Shepherd Mix,Mužjak,Da,Kvins,11416
2017-06-19,Nepoznata,Nepoznato,Ne,Kvins,11374
2017-06-17,Shiba Inu,Mužjak,Da,Kvins,11691
2017-06-14,Pit Bull,Nepoznato,Ne,Kvins,11413
2017-06-19,Cane Corso - Mastiff Mix,Mužjak,Ne,Kvins,11427
2017-06-16,German Shepherd,Ženka,Ne,Kvins,11414
2017-06-19,Labrador Retriever,Mužjak,Ne,Kvins,11379
2017-06-14,Bull Dog,Mužjak,Ne,Kvins,11357
2017-06-16,Yorkshire Terrier,Ženka,Ne,Kvins,11354
2017-06-14,Pit Bull,Nepoznato,Ne,Kvins,11413
2017-06-20,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-06-21,Pit Bull,Mužjak,Ne,Kvins,NA
2017-06-21,Poodle Or Dalmation,Nepoznato,Ne,Kvins,11378
2017-06-21,German Shepherd,Mužjak,Da,Kvins,11379
2017-06-21,Shih Tzu,Mužjak,Da,Kvins,11360
2017-06-22,Rottweiler,Mužjak,Da,Kvins,11367
2017-05-30,Pit Bull Mix,Ženka,Da,Kvins,11379
2017-06-26,Rottweiler,Nepoznato,Ne,Kvins,11365
2017-06-01,Shih Tzu,Ženka,Ne,Kvins,11413
2017-06-23,Pit Bull,Mužjak,Ne,Kvins,11428
2017-06-24,Pomeranian,Ženka,Ne,Kvins,11364
2017-06-25,Alaskan Klee Kai,Ženka,Ne,Kvins,11378
2017-06-24,Shih Tzu - Chihuahua Mix,Mužjak,Da,Kvins,11419
2017-06-25,Pit Bull,Nepoznato,Ne,Kvins,11434
2017-06-18,Nepoznata,Nepoznato,Ne,Kvins,11434
2017-06-25,Chihuahua,Mužjak,Da,Kvins,11691
2017-06-26,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Kvins,11368
2017-06-23,Pit Bull,Mužjak,Ne,Kvins,11354
2017-06-23,Pit Bull,Mužjak,Da,Kvins,11356
2017-06-26,Border Terrier,Nepoznato,Ne,Kvins,NA
2017-06-24,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-06-18,Chiweenie,Nepoznato,Ne,Kvins,11691
2017-06-26,German Shepherd - Labrador Mix,Mužjak,Da,Kvins,11385
2017-06-25,Pug,Mužjak,Ne,Kvins,11368
2017-06-27,Terrier Mix,Ženka,Ne,Kvins,11367
2017-06-13,German Shepherd - Chow Mix,Mužjak,Da,Kvins,11102
2017-06-26,Border Terrier,Nepoznato,Ne,Kvins,11433
2017-06-24,Maltese - Poodle,Ženka,Da,Kvins,11373
2017-06-27,Nepoznata,Nepoznato,Ne,Kvins,11435
2017-06-28,Border Collie Mix,Ženka,Da,Kvins,11361
2017-06-28,Morkie Mix,Mužjak,Ne,Kvins,11419
2017-06-27,Pit Bull,Nepoznato,Ne,Kvins,11693
2017-06-28,Yorkshire Terrier,Mužjak,Da,Kvins,11365
2017-06-21,Nepoznata,Nepoznato,Ne,Kvins,11423
2017-06-29,Staffordshire Bull Terrier,Mužjak,Da,Kvins,11105
2017-06-29,Chihuahua,Mužjak,Ne,Kvins,11357
2017-06-29,German Shepherd Mix,Mužjak,Da,Kvins,11355
2017-07-02,Pit Bull,Nepoznato,Ne,Kvins,11416
2017-07-01,American Staffordshire Terrier,Ženka,Da,Kvins,11422
2017-07-01,Poodle Mix,Mužjak,Da,Kvins,11375
2017-07-02,Pit Bull,Nepoznato,Ne,Kvins,11416
2017-07-03,American Bully,Mužjak,Ne,Kvins,11419
2017-07-02,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Kvins,11368
2017-07-04,Pit Bull,Nepoznato,Ne,Kvins,11413
2017-07-05,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-07-03,Maltese - Poodle Mix,Mužjak,Da,Kvins,11420
2017-07-05,Shih Tzu,Nepoznato,Ne,Kvins,11102
2017-07-05,Jack Russ,Mužjak,Da,Kvins,11419
2017-06-29,Pit Bull,Nepoznato,Ne,Kvins,11435
2017-06-30,Siberian Husky,Nepoznato,Ne,Kvins,11377
2017-06-29,Pit Bull,Nepoznato,Ne,Kvins,11412
2017-07-05,Central Asian Shepherd,Mužjak,Ne,Kvins,11435
2017-07-06,Nepoznata,Nepoznato,Ne,Kvins,11104
2017-07-07,Nepoznata,Nepoznato,Ne,Kvins,11385
2017-06-24,German Shepherd,Mužjak,Ne,Kvins,11434
2017-07-07,Pit Bull,Mužjak,Da,Kvins,11691
2017-07-09,American Bully,Mužjak,Ne,Kvins,11370
2017-07-08,Shih Tzu,Mužjak,Da,Kvins,11357
2017-07-09,Golden Retriever,Mužjak,Da,Kvins,11417
2017-07-08,English Cocker Spaniel,Mužjak,Ne,Kvins,11413
2017-07-07,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-07-10,Rottweiler - Pit Bull Mix,Mužjak,Ne,Kvins,11385
2017-07-09,Maltese,Ženka,Da,Kvins,11373
2017-07-08,Yorkshire Terrier,Mužjak,Da,Kvins,11101
2017-07-09,German Shepherd,Mužjak,Ne,Kvins,11432
2017-07-11,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-07-10,Nepoznata,Nepoznato,Ne,Kvins,11354
2017-07-11,Pomeranian - Chihuahua Mix,Ženka,Ne,Kvins,11354
2017-07-11,Pit Bull,Mužjak,Ne,Kvins,11435
2017-07-11,Pit Bull,Ženka,Ne,Kvins,11435
2017-07-11,Japanese Chin - Maltese Mix,Mužjak,Ne,Kvins,11368
2017-06-25,Puggle,Mužjak,Ne,Kvins,11423
2017-05-16,Pit Bull,Ženka,Da,Kvins,11418
2017-05-16,Pit Bull,Ženka,Da,Kvins,11418
2017-06-28,Pit Bull,Nepoznato,Ne,Kvins,11691
2017-07-12,Mixed Breed,Mužjak,Da,Kvins,11377
2017-07-12,Tibetan Terrier,Mužjak,Da,Kvins,11422
2017-07-11,Beagle - Cockerspaniel Mix,Mužjak,Ne,Kvins,11354
2017-07-12,German Shepherd,Nepoznato,Ne,Kvins,11429
2017-07-13,Samoyed,Ženka,Ne,Kvins,11378
2017-07-13,Poodle-Standard,Mužjak,Ne,Kvins,11370
2017-07-13,Bull Dog-English,Ženka,Ne,Kvins,NA
2017-07-13,Nepoznata,Nepoznato,Ne,Kvins,11377
2017-07-14,Nepoznata,Nepoznato,Ne,Kvins,11106
2017-07-05,Cocker Spaniel,Nepoznato,Ne,Kvins,11412
2017-07-15,Jack Russ - Shih Tzu Mix,Ženka,Ne,Kvins,11378
2017-07-16,Boxer,Ženka,Da,Kvins,11368
2017-07-16,Siberian Husky,Mužjak,Da,Kvins,11358
2017-07-17,Chihuahua,Mužjak,Ne,Kvins,11377
2017-07-14,Yorkshire Terrier,Ženka,Da,Kvins,11385
2017-07-16,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-07-15,Tibetan Terrier,Mužjak,Da,Kvins,11358
2017-07-15,Jack Russ,Ženka,Da,Kvins,11691
2017-07-16,Beagle Crossbreed,Ženka,Da,Kvins,11361
2017-07-17,Pit Bull,Ženka,Da,Kvins,11420
2017-07-18,Rhodesian Ridgeback,Nepoznato,Ne,Kvins,NA
